,key,3,10,5,auditReportDate
20538,2020.03.302020.03.30SB(2019.12)002780110111-0006349,진흥기업,110111-0006349,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_2019년3월14일_
1818,2016.05.022016.03.30SB(2015.12)003190110111-0006448,알바이오,110111-0006448,(2015.12),2015년12월31일_2015년3월24일_2016년3월7일_2014년12월31일_
6352,2017.04.282017.03.31SB(2016.12)003190110111-0006448,알바이오,110111-0006448,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_
10912,2018.04.302018.04.02SB(2017.12)003190110111-0006448,알바이오,110111-0006448,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
16076,2019.04.302019.04.01SB(2018.12)003190110111-0006448,알바이오,110111-0006448,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
20016,2020.03.302020.03.30SB(2019.12)003190110111-0006448,알바이오,110111-0006448,(2019.12),2019년12월31일_2018년12월31일_2020년3월20일_
1627,2016.03.302016.03.30SB(2015.12)000370110111-0006456,한화손해보험,110111-0006456,(2015.12),2015년12월31일_2016년3월9일_2014년12월31일_
6169,2017.03.312017.03.31SB(2016.12)000370110111-0006456,한화손해보험,110111-0006456,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_
10740,2018.04.022018.04.02SB(2017.12)000370110111-0006456,한화손해보험,110111-0006456,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
16108,2019.05.152019.04.01SB(2018.12)000370110111-0006456,한화손해보험,110111-0006456,(2018.12),2018년12월31일_2017년12월31일_2019년3월13일_
20963,2020.03.302020.03.30SB(2019.12)000370110111-0006456,한화손해보험,110111-0006456,(2019.12),2019년12월31일_2018년12월31일_2020년3월11일_
1170,2016.03.302016.03.30SB(2015.12)001200110111-0007826,유진증권,110111-0007826,(2015.12),2016년03월04일_2015년12월31일_2014년12월31일_
5681,2017.03.312017.03.31SB(2016.12)001200110111-0007826,유진증권,110111-0007826,(2016.12),2017년03월14일_2015년12월31일_2016년12월31일_
10437,2018.04.022018.04.02SB(2017.12)001200110111-0007826,유진증권,110111-0007826,(2017.12),2016년12월31일_2018년03월13일_2017년12월31일_
15385,2019.04.012019.04.01SB(2018.12)001200110111-0007826,유진증권,110111-0007826,(2018.12),2018년12월31일_2019년03월18일_2017년12월31일_
20325,2020.03.302020.03.30SB(2019.12)001200110111-0007826,유진증권,110111-0007826,(2019.12),2019년12월31일_2018년12월31일_2020년3월16일_2020년03월16일_
6567,2017.06.222014.03.31SB(2013.12)000720110111-0007909,현대건설,110111-0007909,(2013.12),2012년01월01일_2014년3월6일_2013년01월01일_2012년12월31일_2013년12월31일_
6569,2017.06.222015.03.31SB(2014.12)000720110111-0007909,현대건설,110111-0007909,(2014.12),2015년3월5일_2013년12월31일_2014년12월31일_
6571,2017.06.222016.03.30SB(2015.12)000720110111-0007909,현대건설,110111-0007909,(2015.12),2015년12월31일_2016년3월3일_2014년12월31일_
6573,2017.06.222017.03.31SB(2016.12)000720110111-0007909,현대건설,110111-0007909,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
10746,2018.04.022018.04.02SB(2017.12)000720110111-0007909,현대건설,110111-0007909,(2017.12),2017년6월22일_2018년3월21일_2016년12월31일_2017년12월31일_
15817,2019.04.012019.04.01SB(2018.12)000720110111-0007909,현대건설,110111-0007909,(2018.12),2019년03월07일_2018년12월31일_
20978,2020.03.302020.03.30SB(2019.12)000720110111-0007909,현대건설,110111-0007909,(2019.12),2019년12월31일_2020년3월11일_
569,2016.03.302016.03.30SB(2015.12)002210110111-0008200,동성제약,110111-0008200,(2015.12),2015년12월31일_2015년3월2일_2016년02월29일_2014년12월31일_
4409,2017.03.302017.03.30SB(2016.12)002210110111-0008200,동성제약,110111-0008200,(2016.12),2015년12월31일_2017년02월27일_2016년12월31일_
9994,2018.04.022018.04.02SB(2017.12)002210110111-0008200,동성제약,110111-0008200,(2017.12),2016년12월31일_2018년02월27일_2017년12월31일_
16255,2019.07.102019.04.01SB(2018.12)002210110111-0008200,동성제약,110111-0008200,(2018.12),2018년12월31일_2019년3월8일_2017년12월31일_
19379,2020.03.302020.03.30SB(2019.12)002210110111-0008200,동성제약,110111-0008200,(2019.12),2020년3월6일_2018년12월31일_2019년12월31일_
2109,2016.05.162016.03.22SB(2015.12)005880110111-0008212,대한해운,110111-0008212,(2015.12),2015년12월31일_2016년3월9일_2014년12월31일_
4987,2017.03.312017.03.31SB(2016.12)005880110111-0008212,대한해운,110111-0008212,(2016.12),2015년12월31일_2016년12월31일_2017년3월20일_
9968,2018.04.022018.04.02SB(2017.12)005880110111-0008212,대한해운,110111-0008212,(2017.12),2018년03월19일_2016년12월31일_2017년12월31일_
18600,2020.03.182019.04.01SB(2018.12)005880110111-0008212,대한해운,110111-0008212,(2018.12),2018년12월31일_2019년03월18일_2017년12월31일_
19343,2020.03.302020.03.30SB(2019.12)005880110111-0008212,대한해운,110111-0008212,(2019.12),2019년12월31일_2018년12월31일_2020년03월18일_
875,2016.03.302016.03.30SB(2015.12)004970110111-0008254,신라교역,110111-0008254,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
5351,2017.03.312017.03.31SB(2016.12)004970110111-0008254,신라교역,110111-0008254,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
11033,2018.06.082018.03.30SB(2017.12)004970110111-0008254,신라교역,110111-0008254,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
15069,2019.04.012019.04.01SB(2018.12)004970110111-0008254,신라교역,110111-0008254,(2018.12),2019년3월19일_2018년12월31일_2017년12월31일_
19879,2020.03.302020.03.30SB(2019.12)004970110111-0008254,신라교역,110111-0008254,(2019.12),2019년12월31일_2018년12월31일_2020년3월11일_
1696,2016.03.312016.03.31SB(2015.12)000800110111-0008262,경남기업,110111-0008262,(2015.12),2015년4월7일_2015년12월31일_2015년3월27일_2015년3월31일_2016년3월30일_2016년2월3일_2016년03월30일_2014년12월31일_
4824,2017.03.312017.03.31SB(2016.12)000800110111-0008262,경남기업,110111-0008262,(2016.12),2015년4월7일_2015년12월31일_2017년3월24일_2016년12월31일_2016년3월30일_2016년2월3일_
9857,2018.04.022018.04.02SB(2017.12)000800110111-0008262,경남기업,110111-0008262,(2017.12),2017년10월17일_2017년11월30일_2017년10월24일_2016년12월31일_2017년12월31일_2017년6월30일_2018년3월22일_
14532,2019.04.012019.04.01SB(2018.12)000800110111-0008262,경남기업,110111-0008262,(2018.12),2018년12월31일_2019년02월28일_
19119,2020.03.302020.03.30SB(2019.12)000800110111-0008262,경남기업,110111-0008262,(2019.12),2019년12월31일_2018년12월31일_2020년3월16일_
282,2016.03.302016.03.30SB(2015.12)000590110111-0008486,CS홀딩스,110111-0008486,(2015.12),2015년12월31일_2016년03월15일_2016년3월15일_2014년12월31일_
4722,2017.03.312017.03.31SB(2016.12)000590110111-0008486,CS홀딩스,110111-0008486,(2016.12),2015년12월31일_2017년03월15일_2016년12월31일_
9763,2018.04.022018.04.02SB(2017.12)000590110111-0008486,CS홀딩스,110111-0008486,(2017.12),2016년12월31일_2018년03월14일_2017년12월31일_
14415,2019.04.012019.04.01SB(2018.12)000590110111-0008486,CS홀딩스,110111-0008486,(2018.12),2018년12월31일_2019년03월13일_2017년12월31일_
18958,2020.03.302020.03.30SB(2019.12)000590110111-0008486,CS홀딩스,110111-0008486,(2019.12),2019년12월31일_2018년12월31일_2020년03월18일_
11499,2018.11.072012.03.30SB(2011.12)005950110111-0008600,이수화학,110111-0008600,(2011.12),2011년12월31일_2011년2월18일_2012년2월24일_2010년12월31일_
11501,2018.11.072013.04.01SB(2012.12)005950110111-0008600,이수화학,110111-0008600,(2012.12),2011년12월31일_2012년12월31일_2012년2월24일_2013년3월12일_
11503,2018.11.072014.03.31SB(2013.12)005950110111-0008600,이수화학,110111-0008600,(2013.12),2012년12월31일_2014년3월12일_2013년12월31일_
11505,2018.11.072015.03.31SB(2014.12)005950110111-0008600,이수화학,110111-0008600,(2014.12),2013년12월31일_2014년12월31일_2015년3월11일_
11507,2018.11.072016.03.30SB(2015.12)005950110111-0008600,이수화학,110111-0008600,(2015.12),2015년12월31일_2014년12월31일_2016년3월16일_
11509,2018.11.072017.03.31SB(2016.12)005950110111-0008600,이수화학,110111-0008600,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
11511,2018.11.072018.03.30SB(2017.12)005950110111-0008600,이수화학,110111-0008600,(2017.12),2016년12월31일_2018년3월15일_2017년12월31일_
15407,2019.04.012019.04.01SB(2018.12)005950110111-0008600,이수화학,110111-0008600,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
20360,2020.03.302020.03.30SB(2019.12)005950110111-0008600,이수화학,110111-0008600,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
2234,2016.05.162016.03.30SB(2015.12)002200110111-0008882,한국수출포장공업,110111-0008882,(2015.12),2015년12월31일_2016년3월9일_2014년12월31일_
6088,2017.03.312017.03.31SB(2016.12)002200110111-0008882,한국수출포장공업,110111-0008882,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
10685,2018.04.022018.04.02SB(2017.12)002200110111-0008882,한국수출포장공업,110111-0008882,(2017.12),2018년3월14일_2016년12월31일_2017년3월15일_2017년12월31일_
15735,2019.04.012019.04.01SB(2018.12)002200110111-0008882,한국수출포장공업,110111-0008882,(2018.12),2018년12월31일_2019년3월10일_2017년12월31일_
20868,2020.03.302020.03.30SB(2019.12)002200110111-0008882,한국수출포장공업,110111-0008882,(2019.12),2019년12월31일_2018년12월31일_2020년3월16일_
776,2016.03.302016.03.30SB(2015.12)003720110111-0010001,삼영화학공업,110111-0010001,(2015.12),2015년12월31일_2016년3월7일_2014년12월31일_
5242,2017.03.312017.03.31SB(2016.12)003720110111-0010001,삼영화학공업,110111-0010001,(2016.12),2015년12월31일_2017년3월8일_2016년12월31일_
9200,2018.03.302018.03.30SB(2017.12)003720110111-0010001,삼영화학공업,110111-0010001,(2017.12),2018년3월7일_2016년12월31일_2017년12월31일_
14958,2019.04.012019.04.01SB(2018.12)003720110111-0010001,삼영화학공업,110111-0010001,(2018.12),2018년12월31일_2019년3월8일_2017년12월31일_
19722,2020.03.302020.03.30SB(2019.12)003720110111-0010001,삼영화학공업,110111-0010001,(2019.12),2019년12월31일_2020년3월18일_
55,2016.03.252016.03.25SB(2015.12)006800110111-0011679,미래에셋대우,110111-0011679,(2015.12),2015년12월31일_2016년2월26일_2014년12월31일_
6357,2017.05.042017.03.31SB(2016.12)006800110111-0011679,미래에셋대우,110111-0011679,(2016.12),2015년12월31일_2016년3월17일_2016년12월31일_2017년3월15일_
11189,2018.06.282018.03.30SB(2017.12)006800110111-0011679,미래에셋대우,110111-0011679,(2017.12),2016년11월4일_2018년3월7일_2016년12월29일_2016년12월31일_2017년12월31일_2017년3월15일_
14864,2019.04.012019.04.01SB(2018.12)006800110111-0011679,미래에셋대우,110111-0011679,(2018.12),2018년12월31일_2019년3월11일_2017년12월31일_
19578,2020.03.302020.03.30SB(2019.12)006800110111-0011679,미래에셋대우,110111-0011679,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
16004,2019.04.172015.03.31SB(2014.12)003830110111-0012437,대한화섬,110111-0012437,(2014.12),2013년12월31일_2015년3월9일_2014년12월31일_
16005,2019.04.172016.03.30SB(2015.12)003830110111-0012437,대한화섬,110111-0012437,(2015.12),2015년12월31일_2016년3월4일_2014년12월31일_
16006,2019.04.172017.03.31SB(2016.12)003830110111-0012437,대한화섬,110111-0012437,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
16007,2019.04.172018.04.02SB(2017.12)003830110111-0012437,대한화섬,110111-0012437,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
16008,2019.04.172019.04.01SB(2018.12)003830110111-0012437,대한화섬,110111-0012437,(2018.12),2018년12월31일_2019년3월21일_2017년12월31일_
19344,2020.03.302020.03.30SB(2019.12)003830110111-0012437,대한화섬,110111-0012437,(2019.12),2019년12월31일_2020년3월19일_
712,2016.03.302016.03.30SB(2015.12)003850110111-0012560,보령제약,110111-0012560,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
5182,2017.03.312017.03.31SB(2016.12)003850110111-0012560,보령제약,110111-0012560,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
11177,2018.06.252018.04.02SB(2017.12)003850110111-0012560,보령제약,110111-0012560,(2017.12),2017년3월16일_2018년3월15일_2016년12월31일_2017년12월31일_
13967,2019.03.292019.03.29SB(2018.12)003850110111-0012560,보령제약,110111-0012560,(2018.12),2018년12월31일_2019년3월14일_
19636,2020.03.302020.03.30SB(2019.12)003850110111-0012560,보령제약,110111-0012560,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
1233,2016.03.302016.03.30SB(2015.12)000230110111-0012776,일동홀딩스,110111-0012776,(2015.12),2016년3월9일_2015년12월31일_2014년12월31일_
5751,2017.03.312017.03.31SB(2016.12)000230110111-0012776,일동홀딩스,110111-0012776,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
10483,2018.04.022018.04.02SB(2017.12)000230110111-0012776,일동홀딩스,110111-0012776,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
15449,2019.04.012019.04.01SB(2018.12)000230110111-0012776,일동홀딩스,110111-0012776,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
20414,2020.03.302020.03.30SB(2019.12)000230110111-0012776,일동홀딩스,110111-0012776,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
894,2016.03.302016.03.30SB(2015.12)000010110111-0012809,신한은행,110111-0012809,(2015.12),2015년12월31일_2016년3월8일_2014년12월31일_
5372,2017.03.312017.03.31SB(2016.12)000010110111-0012809,신한은행,110111-0012809,(2016.12),2015년12월31일_2016년12월31일_2017년3월7일_
16244,2019.07.052018.04.02SB(2017.12)000010110111-0012809,신한은행,110111-0012809,(2017.12),2018년3월7일_2016년12월31일_2017년12월31일_
16245,2019.07.052019.04.01SB(2018.12)000010110111-0012809,신한은행,110111-0012809,(2018.12),2018년12월31일_2019년3월11일_2017년12월31일_
19904,2020.03.302020.03.30SB(2019.12)000010110111-0012809,신한은행,110111-0012809,(2019.12),2019년12월31일_2018년12월31일_2020년3월4일_
179,2016.03.292016.03.29SB(2015.12)002290110111-0012825,삼일기업공사,110111-0012825,(2015.12),2015년12월31일_2016년3월7일_2014년12월31일_
4471,2017.03.302017.03.30SB(2016.12)002290110111-0012825,삼일기업공사,110111-0012825,(2016.12),2015년12월31일_2016년12월31일_2017년3월10일_
9202,2018.03.302018.03.30SB(2017.12)002290110111-0012825,삼일기업공사,110111-0012825,(2017.12),2018년3월20일_2016년12월31일_2017년12월31일_
14961,2019.04.012019.04.01SB(2018.12)002290110111-0012825,삼일기업공사,110111-0012825,(2018.12),2019년3월16일_2018년12월31일_2017년12월31일_
19728,2020.03.302020.03.30SB(2019.12)002290110111-0012825,삼일기업공사,110111-0012825,(2019.12),2019년12월31일_2018년12월31일_2020년3월3일_
389,2016.03.302016.03.30SB(2015.12)000050110111-0013287,경방,110111-0013287,(2015.12),2015년12월31일_2016년2월19일_2014년12월31일_
4830,2017.03.312017.03.31SB(2016.12)000050110111-0013287,경방,110111-0013287,(2016.12),2015년12월31일_2016년12월31일_2017년2월17일_
8991,2018.03.302018.03.30SB(2017.12)000050110111-0013287,경방,110111-0013287,(2017.12),2016년12월31일_2017년12월31일_2018년2월12일_
14539,2019.04.012019.04.01SB(2018.12)000050110111-0013287,경방,110111-0013287,(2018.12),2018년12월31일_2019년2월18일_2017년12월31일_
19129,2020.03.302020.03.30SB(2019.12)000050110111-0013287,경방,110111-0013287,(2019.12),2019년12월31일_2020년2월14일_
664,2016.03.302016.03.30SB(2015.12)000060110111-0013328,메리츠화재,110111-0013328,(2015.12),2015년12월31일_2016년3월6일_2014년12월31일_
5127,2017.03.312017.03.31SB(2016.12)000060110111-0013328,메리츠화재,110111-0013328,(2016.12),2015년12월31일_2016년12월31일_2017년3월10일_
10067,2018.04.022018.04.02SB(2017.12)000060110111-0013328,메리츠화재,110111-0013328,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
14841,2019.04.012019.04.01SB(2018.12)000060110111-0013328,메리츠화재,110111-0013328,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
19547,2020.03.302020.03.30SB(2019.12)000060110111-0013328,메리츠화재,110111-0013328,(2019.12),2019년12월31일_2018년12월31일_2020년3월5일_
1550,2016.03.302016.03.30SB(2015.12)000110110111-0013419,한국스탠다드차타드은행,110111-0013419,(2015.12),2015년12월31일_2014년12월31일_2016년3월16일_
6090,2017.03.312017.03.31SB(2016.12)000110110111-0013419,한국스탠다드차타드은행,110111-0013419,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
9685,2018.03.302018.03.30SB(2017.12)000110110111-0013419,한국스탠다드차타드은행,110111-0013419,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
