,key,3,10,5,auditReportDate
22669,2020.03.302020.03.30CB(2019.12)110111-2411520,에스앤아이코퍼레이션,110111-2411520,(2019.12),2019년12월31일_2018년12월31일_2020년3월13일_
3772,2016.05.132016.03.30CB(2015.12)182400110111-2421157,엔케이맥스,110111-2421157,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
7117,2017.03.302017.03.30CB(2016.12)182400110111-2421157,엔케이맥스,110111-2421157,(2016.12),2015년12월31일_2016년3월17일_2017년03월15일_2016년12월31일_2017년3월15일_
13221,2018.06.052018.03.30CB(2017.12)182400110111-2421157,엔케이맥스,110111-2421157,(2017.12),2018년03월20일_2018년3월20일_2016년12월31일_2017년12월31일_
17643,2019.04.012019.04.01CB(2018.12)182400110111-2421157,엔케이맥스,110111-2421157,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_
22731,2020.03.302020.03.30CB(2019.12)182400110111-2421157,엔케이맥스,110111-2421157,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
2968,2016.03.302016.03.30CB(2015.12)100220110111-2427098,비상교육,110111-2427098,(2015.12),2016년3월16일_2015년12월31일_2015년3월19일_2016년03월16일_2014년12월31일_
7545,2017.03.312017.03.31CB(2016.12)100220110111-2427098,비상교육,110111-2427098,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_
12618,2018.04.022018.04.02CB(2017.12)100220110111-2427098,비상교육,110111-2427098,(2017.12),2016년12월31일_2018년3월13일_2017년12월31일_
18333,2019.06.242019.04.01CB(2018.12)100220110111-2427098,비상교육,110111-2427098,(2018.12),2018년12월31일_2019년3월21일_
22390,2020.03.302020.03.30CB(2019.12)100220110111-2427098,비상교육,110111-2427098,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
1229,2016.03.302016.03.30SB(2015.12)175140110111-2431669,인포마크,110111-2431669,(2015.12),2015년12월31일_2015년4월10일_2016년2월26일_2014년12월31일_
5747,2017.03.312017.03.31SB(2016.12)175140110111-2431669,인포마크,110111-2431669,(2016.12),2017년2월8일_2015년12월31일_2016년12월31일_
12870,2018.04.022018.04.02CB(2017.12)175140110111-2431669,인포마크,110111-2431669,(2017.12),2017년2월8일_2017년12월31일_2016년12월31일_2018년3월20일_
18161,2019.04.082019.04.01CB(2018.12)175140110111-2431669,인포마크,110111-2431669,(2018.12),2018년12월31일_2019년03월13일_2017년12월31일_
22941,2020.03.302020.03.30CB(2019.12)175140110111-2431669,인포마크,110111-2431669,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_2019년3월13일_
5899,2017.03.312017.03.31SB(2016.12)110111-2438178,코리센,110111-2438178,(2016.12),2016년12월31일_2017년3월30일_
1517,2016.03.302016.03.30SB(2015.12)110111-2444828,하나투어리스트,110111-2444828,(2015.12),2015년12월31일_2016년3월8일_2014년12월31일_
6059,2017.03.312017.03.31SB(2016.12)110111-2444828,하나투어리스트,110111-2444828,(2016.12),2015년12월31일_2016년12월31일_2017년3월6일_
10673,2018.04.022018.04.02SB(2017.12)110111-2444828,하나투어리스트,110111-2444828,(2017.12),2018년3월12일_2016년12월31일_2017년12월31일_
15710,2019.04.012019.04.01SB(2018.12)110111-2444828,하나투어리스트,110111-2444828,(2018.12),2018년12월31일_2019년3월25일_
20834,2020.03.302020.03.30SB(2019.12)110111-2444828,하나투어리스트,110111-2444828,(2019.12),2019년12월31일_2020년2월24일_2018년12월31일_
3692,2016.05.112016.03.29CB(2015.12)121800110111-2476376,비덴트,110111-2476376,(2015.12),2015년12월31일_2015년3월19일_2016년3월21일_2014년12월31일_
8579,2017.08.232017.03.31CB(2016.12)121800110111-2476376,비덴트,110111-2476376,(2016.12),2017년3월22일_2017년3월23일_2015년12월31일_2017년3월2일_2016년3월21일_2017년1월26일_2017년3월13일_2017년2월27일_2016년12월31일_
11949,2018.03.302018.03.30CB(2017.12)121800110111-2476376,비덴트,110111-2476376,(2017.12),2018년3월20일_2016년12월31일_2017년12월31일_2017년8월22일_
17412,2019.04.012019.04.01CB(2018.12)121800110111-2476376,비덴트,110111-2476376,(2018.12),2018년12월31일_2019년3월19일_
22386,2020.03.302020.03.30CB(2019.12)121800110111-2476376,비덴트,110111-2476376,(2019.12),2019년12월31일_2020년3월16일_2018년12월31일_
1739,2016.04.012016.04.01SB(2015.12)110111-2479594,대한공인중개사정보통신,110111-2479594,(2015.12),2015년12월31일_2016년2월15일_2014년12월31일_
2702,2016.03.302016.03.30CB(2015.12)066570110111-2487050,LG전자,110111-2487050,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
7253,2017.03.312017.03.31CB(2016.12)066570110111-2487050,LG전자,110111-2487050,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
12394,2018.04.022018.04.02CB(2017.12)066570110111-2487050,LG전자,110111-2487050,(2017.12),2016년12월31일_2018년3월8일_2017년12월31일_
17099,2019.04.012019.04.01CB(2018.12)066570110111-2487050,LG전자,110111-2487050,(2018.12),2019년3월7일_2018년12월31일_2017년12월31일_
21935,2020.03.302020.03.30CB(2019.12)066570110111-2487050,LG전자,110111-2487050,(2019.12),2019년12월31일_2018년12월31일_2020년3월16일_
12732,2018.04.022018.04.02CB(2017.12)255440110111-2494451,야스,110111-2494451,(2017.12),2018년3월14일_2016년12월31일_2017년3월15일_2017년12월31일_
17591,2019.04.012019.04.01CB(2018.12)255440110111-2494451,야스,110111-2494451,(2018.12),2018년12월31일_2019년3월11일_2017년12월31일_
22657,2020.03.302020.03.30CB(2019.12)255440110111-2494451,야스,110111-2494451,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
2303,2016.05.232016.03.30SB(2015.12)138290110111-2501230,지성이씨에스,110111-2501230,(2015.12),2015년12월31일_2015년3월30일_2014년12월31일_2016년2월23일_
8779,2018.03.272017.03.31SB(2016.12)138290110111-2501230,지성이씨에스,110111-2501230,(2016.12),2015년12월31일_2017년3월21일_2016년12월31일_2016년2월23일_
9526,2018.03.302018.03.30SB(2017.12)138290110111-2501230,지성이씨에스,110111-2501230,(2017.12),2018년3월26일_2016년12월31일_2017년12월31일_
3745,2016.05.132016.03.30CB(2015.12)098460110111-2508088,고영,110111-2508088,(2015.12),2015년12월31일_2016년3월21일_2014년12월31일_
7311,2017.03.312017.03.31CB(2016.12)098460110111-2508088,고영,110111-2508088,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
11823,2018.03.302018.03.30CB(2017.12)098460110111-2508088,고영,110111-2508088,(2017.12),2018년3월19일_2016년12월31일_2017년12월31일_
16664,2019.03.292019.03.29CB(2018.12)098460110111-2508088,고영,110111-2508088,(2018.12),2018년3월19일_2018년12월31일_2019년2월27일_2017년12월31일_
22027,2020.03.302020.03.30CB(2019.12)098460110111-2508088,고영,110111-2508088,(2019.12),2019년12월31일_2018년12월31일_2020년3월6일_
2536,2016.03.282016.03.28CB(2015.12)067830110111-2520644,세이브존I&C,110111-2520644,(2015.12),2015년12월31일_2016년2월15일_2014년12월31일_
6947,2017.03.292017.03.29CB(2016.12)067830110111-2520644,세이브존I&C,110111-2520644,(2016.12),2015년12월31일_2016년12월31일_2017년2월13일_
11734,2018.03.292018.03.29CB(2017.12)067830110111-2520644,세이브존I&C,110111-2520644,(2017.12),2016년12월31일_2017년12월31일_2018년1월29일_
17492,2019.04.012019.04.01CB(2018.12)067830110111-2520644,세이브존I&C,110111-2520644,(2018.12),2018년12월31일_2019년2월27일_2017년12월31일_
22507,2020.03.302020.03.30CB(2019.12)067830110111-2520644,세이브존I&C,110111-2520644,(2019.12),2019년12월31일_2002년3월11일_2018년12월31일_
1409,2016.03.302016.03.30SB(2015.12)067130110111-2523010,클루넷,110111-2523010,(2015.12),2015년12월31일_2016년3월11일_2014년12월31일_
4649,2017.03.302017.03.30SB(2016.12)067130110111-2523010,클루넷,110111-2523010,(2016.12),2015년12월31일_2016년12월31일_2017년3월10일_
10599,2018.04.022018.04.02SB(2017.12)067130110111-2523010,클루넷,110111-2523010,(2017.12),2016년12월31일_2017년3월10일_2017년12월31일_2018년3월9일_
14282,2019.03.292019.03.29SB(2018.12)067130110111-2523010,클루넷,110111-2523010,(2018.12),2018년12월31일_2019년3월12일_2017년12월31일_
20669,2020.03.302020.03.30SB(2019.12)067130110111-2523010,클루넷,110111-2523010,(2019.12),2019년12월31일_2020년3월10일_
340,2016.03.302016.03.30SB(2015.12)104200110111-2539322,NHN벅스,110111-2539322,(2015.12),2015년12월31일_2016년3월15일_2014년12월31일_
7260,2017.03.312017.03.31CB(2016.12)104200110111-2539322,NHN벅스,110111-2539322,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_2016년3월15일_
12400,2018.04.022018.04.02CB(2017.12)104200110111-2539322,NHN벅스,110111-2539322,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
17106,2019.04.012019.04.01CB(2018.12)104200110111-2539322,NHN벅스,110111-2539322,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_
21946,2020.03.302020.03.30CB(2019.12)104200110111-2539322,NHN벅스,110111-2539322,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
3362,2016.03.302016.03.30CB(2015.12)096240110111-2541575,청담러닝,110111-2541575,(2015.12),2015년12월31일_2016년3월22일_2014년12월31일_
18183,2019.04.172017.03.31CB(2016.12)096240110111-2541575,청담러닝,110111-2541575,(2016.12),2015년12월31일_2016년12월31일_2017년3월23일_
18185,2019.04.172018.03.30CB(2017.12)096240110111-2541575,청담러닝,110111-2541575,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
17855,2019.04.012019.04.01CB(2018.12)096240110111-2541575,청담러닝,110111-2541575,(2018.12),2018년12월31일_2019년3월28일_
23036,2020.03.302020.03.30CB(2019.12)096240110111-2541575,청담러닝,110111-2541575,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
5699,2017.03.312017.03.31SB(2016.12)110111-2551813,이랩코리아,110111-2551813,(2016.12),2015년12월31일_2017년03월30일_2016년3월31일_2016년12월31일_2016년3월30일_
2807,2016.03.302016.03.30CB(2015.12)119860110111-2551996,다나와,110111-2551996,(2015.12),2015년12월31일_2016년02월03일_2014년12월31일_
7368,2017.03.312017.03.31CB(2016.12)119860110111-2551996,다나와,110111-2551996,(2016.12),2015년12월31일_2017년02월28일_2016년12월31일_
11853,2018.03.302018.03.30CB(2017.12)119860110111-2551996,다나와,110111-2551996,(2017.12),2017년2월28일_2018년2월13일_2016년12월31일_2017년12월31일_
16690,2019.03.292019.03.29CB(2018.12)119860110111-2551996,다나와,110111-2551996,(2018.12),2018년12월31일_2017년12월31일_2019년3월13일_
21725,2020.03.272020.03.27CB(2019.12)119860110111-2551996,다나와,110111-2551996,(2019.12),2019년12월31일_2018년12월31일_2020년3월10일_
3558,2016.03.302016.03.30CB(2015.12)110111-2558405,한화건설,110111-2558405,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
8217,2017.03.312017.03.31CB(2016.12)110111-2558405,한화건설,110111-2558405,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_2016년3월17일_
13041,2018.04.022018.04.02CB(2017.12)110111-2558405,한화건설,110111-2558405,(2017.12),2018년3월19일_2017년3월16일_2016년12월31일_2017년12월31일_
18037,2019.04.012019.04.01CB(2018.12)110111-2558405,한화건설,110111-2558405,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
21689,2020.03.252020.03.25CB(2019.12)110111-2558405,한화건설,110111-2558405,(2019.12),2019년12월31일_2018년12월31일_2020년3월16일_
2999,2016.03.302016.03.30CB(2015.12)068290110111-2559411,삼성출판사,110111-2559411,(2015.12),2015년12월31일_2016년3월2일_2014년12월31일_
7577,2017.03.312017.03.31CB(2016.12)068290110111-2559411,삼성출판사,110111-2559411,(2016.12),2015년12월31일_2017년3월2일_2016년12월31일_
12637,2018.04.022018.04.02CB(2017.12)068290110111-2559411,삼성출판사,110111-2559411,(2017.12),2016년12월31일_2018년3월8일_2017년12월31일_
17440,2019.04.012019.04.01CB(2018.12)068290110111-2559411,삼성출판사,110111-2559411,(2018.12),2017년12월31일_2018년12월31일_2019년3월19일_
22425,2020.03.302020.03.30CB(2019.12)068290110111-2559411,삼성출판사,110111-2559411,(2019.12),2019년12월31일_2018년12월31일_2020년3월13일_
3857,2016.05.162016.03.30CB(2015.12)095500110111-2577885,미래나노텍,110111-2577885,(2015.12),2015년12월31일_2016년3월20일_2014년12월31일_
7514,2017.03.312017.03.31CB(2016.12)095500110111-2577885,미래나노텍,110111-2577885,(2016.12),2015년12월31일_2016년12월31일_2017년3월20일_
11926,2018.03.302018.03.30CB(2017.12)095500110111-2577885,미래나노텍,110111-2577885,(2017.12),2018년3월22일_2016년12월31일_2017년12월31일_
16742,2019.03.292019.03.29CB(2018.12)095500110111-2577885,미래나노텍,110111-2577885,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
22330,2020.03.302020.03.30CB(2019.12)095500110111-2577885,미래나노텍,110111-2577885,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
3814,2016.05.162016.03.30CB(2015.12)068870110111-2581183,LG생명과학,110111-2581183,(2015.12),2015년12월31일_2016년2월29일_2014년12월31일_
3417,2016.03.302016.03.30CB(2015.12)139670110111-2605793,키네마스터,110111-2605793,(2015.12),2015년12월31일_2016년3월14일_2015년3월19일_2014년12월31일_
6969,2017.03.292017.03.29CB(2016.12)139670110111-2605793,키네마스터,110111-2605793,(2016.12),2015년12월31일_2017년3월14일_2016년12월31일_
11759,2018.03.292018.03.29CB(2017.12)139670110111-2605793,키네마스터,110111-2605793,(2017.12),2016년12월31일_2018년3월13일_2017년12월31일_
16962,2019.03.292019.03.29CB(2018.12)139670110111-2605793,키네마스터,110111-2605793,(2018.12),2018년12월31일_2019년3월12일_
23120,2020.03.302020.03.30CB(2019.12)139670110111-2605793,키네마스터,110111-2605793,(2019.12),2019년12월31일_2018년12월31일_2020년3월11일_
3946,2016.05.162016.03.30CB(2015.12)069260110111-2611906,휴켐스,110111-2611906,(2015.12),2015년12월31일_2016년3월3일_2014년12월31일_
8281,2017.03.312017.03.31CB(2016.12)069260110111-2611906,휴켐스,110111-2611906,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
13073,2018.04.022018.04.02CB(2017.12)069260110111-2611906,휴켐스,110111-2611906,(2017.12),2016년12월31일_2018년3월12일_2017년12월31일_
18096,2019.04.012019.04.01CB(2018.12)069260110111-2611906,휴켐스,110111-2611906,(2018.12),2018년12월31일_2017년12월31일_2019년3월9일_
23386,2020.03.302020.03.30CB(2019.12)069260110111-2611906,휴켐스,110111-2611906,(2019.12),2019년12월31일_2018년12월31일_2020년3월13일_
2127,2016.05.162016.03.30SB(2015.12)110111-2614786,메르세데스벤츠파이낸셜서비스코리아,110111-2614786,(2015.12),2015년12월31일_2014년1월1일_2014년12월31일_2016년3월15일_
5125,2017.03.312017.03.31SB(2016.12)110111-2614786,메르세데스벤츠파이낸셜서비스코리아,110111-2614786,(2016.12),2015년12월31일_2017년3월8일_2016년12월31일_
10065,2018.04.022018.04.02SB(2017.12)110111-2614786,메르세데스벤츠파이낸셜서비스코리아,110111-2614786,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
13940,2019.03.292019.03.29SB(2018.12)110111-2614786,메르세데스벤츠파이낸셜서비스코리아,110111-2614786,(2018.12),2019년03월14일_2018년12월31일_2019년3월14일_2017년12월31일_
19543,2020.03.302020.03.30SB(2019.12)110111-2614786,메르세데스벤츠파이낸셜서비스코리아,110111-2614786,(2019.12),2019년12월31일_2018년12월31일_2020년3월13일_
10865,2018.04.122015.03.30SB(2014.12)140410110111-2615578,메지온,110111-2615578,(2014.12),2015년3월12일_2013년12월31일_2014년12월31일_
2128,2016.05.162016.03.30SB(2015.12)140410110111-2615578,메지온,110111-2615578,(2015.12),2015년12월31일_2015년3월12일_2016년3월7일_2014년12월31일_
7501,2017.03.312017.03.31CB(2016.12)140410110111-2615578,메지온,110111-2615578,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_
12588,2018.04.022018.04.02CB(2017.12)140410110111-2615578,메지온,110111-2615578,(2017.12),2016년12월31일_2018년3월13일_2017년12월31일_
17361,2019.04.012019.04.01CA(2018.12)140410110111-2615578,메지온,110111-2615578,(2018.12),2017년12월31일_2018년12월31일_2019년3월18일_
22307,2020.03.302020.03.30CB(2019.12)140410110111-2615578,메지온,110111-2615578,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
2784,2016.03.302016.03.30CB(2015.12)130580110111-2629347,나이스디앤비,110111-2629347,(2015.12),2015년12월31일_2016년3월14일_2015년3월18일_2014년12월31일_
7341,2017.03.312017.03.31CB(2016.12)130580110111-2629347,나이스디앤비,110111-2629347,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_
12463,2018.04.022018.04.02CB(2017.12)130580110111-2629347,나이스디앤비,110111-2629347,(2017.12),2018년3월5일_2016년12월31일_2017년12월31일_
17189,2019.04.012019.04.01CB(2018.12)130580110111-2629347,나이스디앤비,110111-2629347,(2018.12),2018년12월31일_2019년3월11일_2017년12월31일_
22072,2020.03.302020.03.30CB(2019.12)130580110111-2629347,나이스디앤비,110111-2629347,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
3715,2016.05.122016.03.30CB(2015.12)187270110111-2637291,신화콘텍,110111-2637291,(2015.12),2015년12월31일_2015년3월16일_2016년03월16일_2014년12월31일_
7680,2017.03.312017.03.31CB(2016.12)187270110111-2637291,신화콘텍,110111-2637291,(2016.12),2017년03월23일_2015년12월31일_2016년12월31일_
12025,2018.03.302018.03.30CB(2017.12)187270110111-2637291,신화콘텍,110111-2637291,(2017.12),2016년12월31일_2018년03월15일_2017년12월31일_
17536,2019.04.012019.04.01CB(2018.12)187270110111-2637291,신화콘텍,110111-2637291,(2018.12),2018년12월31일_2018년03월18일_2017년12월31일_
22563,2020.03.302020.03.30CB(2019.12)187270110111-2637291,신화콘텍,110111-2637291,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
2415,2016.09.132016.09.13SB(2015.12)251960110111-2641185,엠에프엠코리아,110111-2641185,(2015.12),2015년12월31일_2016년03월14일_2014년12월31일_
6467,2017.05.262017.03.30SB(2016.12)251960110111-2641185,엠에프엠코리아,110111-2641185,(2016.12),2015년12월31일_2017년3월14일_2016년12월31일_2016년9월8일_
13165,2018.04.302018.04.30CB(2017.12)251960110111-2641185,엠에프엠코리아,110111-2641185,(2017.12),2018년4월27일_2017년12월31일_
18236,2019.04.292019.04.29CB(2018.12)251960110111-2641185,엠에프엠코리아,110111-2641185,(2018.12),2019년4월26일_2018년12월31일_2017년12월31일_
22753,2020.03.302020.03.30CB(2019.12)251960110111-2641185,엠에프엠코리아,110111-2641185,(2019.12),2019년12월31일_2020년3월20일_
3573,2016.03.302016.03.30CB(2015.12)069960110111-2644725,현대백화점,110111-2644725,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
8238,2017.03.312017.03.31CB(2016.12)069960110111-2644725,현대백화점,110111-2644725,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
13052,2018.04.022018.04.02CB(2017.12)069960110111-2644725,현대백화점,110111-2644725,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
18056,2019.04.012019.04.01CB(2018.12)069960110111-2644725,현대백화점,110111-2644725,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
23337,2020.03.302020.03.30CB(2019.12)069960110111-2644725,현대백화점,110111-2644725,(2019.12),2019년12월31일_2018년12월31일_2020년3월17일_
3965,2016.05.192016.04.29CB(2015.12)176750110111-2647604,듀켐바이오,110111-2647604,(2015.12),2015년12월31일_2015년4월10일_2016년4월29일_2014년12월31일_
8338,2017.04.282017.04.28CB(2016.12)176750110111-2647604,듀켐바이오,110111-2647604,(2016.12),2015년12월31일_2017년4월26일_2016년12월31일_2016년4월29일_
13269,2018.06.142018.03.30CB(2017.12)176750110111-2647604,듀켐바이오,110111-2647604,(2017.12),2017년4월26일_2016년12월31일_2018년3월22일_2017년12월31일_
18319,2019.06.192019.04.01CB(2018.12)176750110111-2647604,듀켐바이오,110111-2647604,(2018.12),2018년12월31일_2019년3월27일_2017년12월31일_
22224,2020.03.302020.03.30CB(2019.12)176750110111-2647604,듀켐바이오,110111-2647604,(2019.12),2019년12월31일_2020년03월19일_2020년3월19일_
916,2016.03.302016.03.30SB(2015.12)123860110111-2663436,아나패스,110111-2663436,(2015.12),2015년12월31일_2016년2월19일_2014년12월31일_
5407,2017.03.312017.03.31SB(2016.12)123860110111-2663436,아나패스,110111-2663436,(2016.12),2015년12월31일_2017년3월8일_2016년12월31일_
10260,2018.04.022018.04.02SB(2017.12)123860110111-2663436,아나패스,110111-2663436,(2017.12),2018년3월12일_2016년12월31일_2017년12월31일_
15116,2019.04.012019.04.01SB(2018.12)123860110111-2663436,아나패스,110111-2663436,(2018.12),2018년12월31일_2019년3월12일_2017년12월31일_
19948,2020.03.302020.03.30SB(2019.12)123860110111-2663436,아나패스,110111-2663436,(2019.12),2019년12월31일_2018년12월31일_2020년3월10일_
11544,2018.11.272018.11.27SB(2017.12)288490110111-2669369,나라소프트,110111-2669369,(2017.12),2018년3월19일_2016년12월31일_2017년12월31일_
14580,2019.04.012019.04.01SB(2018.12)288490110111-2669369,나라소프트,110111-2669369,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
19197,2020.03.302020.03.30SB(2019.12)288490110111-2669369,나라소프트,110111-2669369,(2019.12),2019년12월31일_2020년3월20일_
729,2016.03.302016.03.30SB(2015.12)156170110111-2676562,비앤에스미디어,110111-2676562,(2015.12),2016년03월18일_2015년12월31일_2014년12월31일_
6349,2017.04.282017.03.31SB(2016.12)156170110111-2676562,비앤에스미디어,110111-2676562,(2016.12),2015년12월31일_2017년03월16일_2016년12월31일_
2616,2016.03.292016.03.29CB(2015.12)071200110111-2683179,인피니트헬스케어,110111-2683179,(2015.12),2015년12월31일_2016년3월15일_2014년12월31일_
6964,2017.03.292017.03.29CB(2016.12)071200110111-2683179,인피니트헬스케어,110111-2683179,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
12166,2018.03.302018.03.30CB(2017.12)071200110111-2683179,인피니트헬스케어,110111-2683179,(2017.12),2018년3월19일_2016년12월31일_2017년12월31일_
16915,2019.03.292019.03.29CB(2018.12)071200110111-2683179,인피니트헬스케어,110111-2683179,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
21800,2020.03.272020.03.27CB(2019.12)071200110111-2683179,인피니트헬스케어,110111-2683179,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
80,2016.03.252016.03.25SB(2015.12)071090110111-2686024,하이스틸,110111-2686024,(2015.12),2015년12월31일_2016년3월2일_2014년12월31일_
4320,2017.03.292017.03.29SB(2016.12)071090110111-2686024,하이스틸,110111-2686024,(2016.12),2015년12월31일_2016년12월31일_2017년2월28일_
12287,2018.03.302018.03.30CB(2017.12)071090110111-2686024,하이스틸,110111-2686024,(2017.12),2018년2월28일_2016년12월31일_2017년12월31일_
17002,2019.03.292019.03.29CB(2018.12)071090110111-2686024,하이스틸,110111-2686024,(2018.12),2018년12월31일_2019년3월6일_
21837,2020.03.272020.03.27CB(2019.12)071090110111-2686024,하이스틸,110111-2686024,(2019.12),2019년12월31일_2020년3월9일_2018년12월31일_
3497,2016.03.302016.03.30CB(2015.12)071050110111-2691651,한국금융지주,110111-2691651,(2015.12),2016년3월9일_2015년12월31일_2015년3월11일_2014년12월31일_
8154,2017.03.312017.03.31CB(2016.12)071050110111-2691651,한국금융지주,110111-2691651,(2016.12),2015년12월31일_2017년3월8일_2016년12월31일_
13003,2018.04.022018.04.02CB(2017.12)071050110111-2691651,한국금융지주,110111-2691651,(2017.12),2018년3월7일_2016년12월31일_2017년12월31일_
17981,2019.04.012019.04.01CB(2018.12)071050110111-2691651,한국금융지주,110111-2691651,(2018.12),2017년12월31일_2018년12월31일_2019년3월6일_
23242,2020.03.302020.03.30CB(2019.12)071050110111-2691651,한국금융지주,110111-2691651,(2019.12),2019년12월31일_2018년12월31일_2020년3월4일_
3290,2016.03.302016.03.30CB(2015.12)090850110111-2693235,이지웰,110111-2693235,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
7913,2017.03.312017.03.31CB(2016.12)090850110111-2693235,이지웰,110111-2693235,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
12857,2018.04.022018.04.02CB(2017.12)090850110111-2693235,이지웰,110111-2693235,(2017.12),2018년3월12일_2016년12월31일_2017년3월15일_2017년12월31일_
17772,2019.04.012019.04.01CB(2018.12)090850110111-2693235,이지웰,110111-2693235,(2018.12),2019년3월16일_2018년12월31일_2017년12월31일_
22916,2020.03.302020.03.30CB(2019.12)090850110111-2693235,이지웰,110111-2693235,(2019.12),2019년12월31일_2018년12월31일_2020년3월16일_
2360,2016.06.082016.06.07SB(2015.12)245030110111-2697609,스페이스솔루션,110111-2697609,(2015.12),2015년3월17일_2015년12월31일_2013년12월31일_2016년3월25일_2014년12월31일_
5340,2017.03.312017.03.31SB(2016.12)245030110111-2697609,스페이스솔루션,110111-2697609,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
10217,2018.04.022018.04.02SB(2017.12)245030110111-2697609,스페이스솔루션,110111-2697609,(2017.12),2016년12월31일_2018년3월15일_2017년12월31일_
87,2016.03.282016.03.28SB(2015.12)153460110111-2707367,네이블커뮤니케이션즈,110111-2707367,(2015.12),2015년12월31일_2016년3월9일_2014년12월31일_
4898,2017.03.312017.03.31SB(2016.12)153460110111-2707367,네이블커뮤니케이션즈,110111-2707367,(2016.12),2015년12월31일_2017년3월9일_2016년3월9일_2016년12월31일_
9023,2018.03.302018.03.30SB(2017.12)153460110111-2707367,네이블커뮤니케이션즈,110111-2707367,(2017.12),2016년12월31일_2017년12월31일_2018년3월16일_
13850,2019.03.292019.03.29SB(2018.12)153460110111-2707367,네이블커뮤니케이션즈,110111-2707367,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
19222,2020.03.302020.03.30SB(2019.12)153460110111-2707367,네이블커뮤니케이션즈,110111-2707367,(2019.12),2019년12월31일_2020년3월11일_2020년03월11일_
3160,2016.03.302016.03.30CB(2015.12)098660110111-2722761,에스티오,110111-2722761,(2015.12),2015년12월31일_2016년3월21일_2014년12월31일_
7766,2017.03.312017.03.31CB(2016.12)098660110111-2722761,에스티오,110111-2722761,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_
12753,2018.04.022018.04.02CB(2017.12)098660110111-2722761,에스티오,110111-2722761,(2017.12),2018년3월21일_2016년12월31일_2017년12월31일_
18353,2019.06.272019.04.01CB(2018.12)098660110111-2722761,에스티오,110111-2722761,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
22689,2020.03.302020.03.30CB(2019.12)098660110111-2722761,에스티오,110111-2722761,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
1686,2016.03.302016.03.30SB(2015.12)200670110111-2727141,휴메딕스,110111-2727141,(2015.12),2015년12월31일_2016년3월4일_2015년3월12일_2014년12월31일_
8275,2017.03.312017.03.31CB(2016.12)200670110111-2727141,휴메딕스,110111-2727141,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
12341,2018.03.302018.03.30CB(2017.12)200670110111-2727141,휴메딕스,110111-2727141,(2017.12),2018년3월7일_2016년12월31일_2017년12월31일_
18091,2019.04.012019.04.01CB(2018.12)200670110111-2727141,휴메딕스,110111-2727141,(2018.12),2018년3월7일_2018년12월31일_2019년3월7일_2017년12월31일_
21855,2020.03.272020.03.27CB(2019.12)200670110111-2727141,휴메딕스,110111-2727141,(2019.12),2019년12월31일_2018년12월31일_2020년3월11일_2019년3월7일_
16001,2019.04.162019.04.16SB(2018.12)110111-2729725,세미솔루션,110111-2729725,(2018.12),2018년12월31일_2019년3월21일_
